adjacency_matrix_expressed	d10	old Airway	Alveolum	MNP	Lymphocytes	Granulocytes	Fibroblasts	Pericytes	SMC	Mesothelium	Capillary_ECs	Vascular_ECs	Lymphatic_ECs
bleo_Mesothelium	d28_reg_potential	old Ocln	0.488449975126357	0.0183442087187025	-0.00150597854721512	-0.0126101395236596	75	Airway	
bleo_Mesothelium	d28_reg_potential	old Sema3b	0.478507725250719	0.0187927191883997	-0.00105746807751787	-0.0126675983795363	76	Alveolum	
bleo_Mesothelium	d28_reg_potential	old Plxnb2	0.481283480292137	0.0185574962597152	-0.0012926910062024	-0.0126991112789078	77	Airway, Alveolum, Fibroblasts, MNP, Mesothelium	
bleo_Mesothelium	d28_reg_potential	old Ccl5	0.484661249738647	0.0187401236274096	-0.00111006363850796	-0.0127036561109092	78	Lymphocytes	
bleo_Mesothelium	d28_reg_potential	old Npw	0.473958370884131	0.0191766611472238	-0.000673526118693774	-0.0127581376016646	79	Alveolum	
bleo_Mesothelium	d28_reg_potential	old Itgb2	0.47970454430754	0.018413849710826	-0.00143633755509162	-0.0128864949017977	80	Granulocytes, MNP	
bleo_Mesothelium	d28_reg_potential	old Copa	0.476117692013756	0.0186534057687243	-0.00119678149719327	-0.0130566045548747	81	Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Ptprc	0.474837960793363	0.0186507363716346	-0.00119945089428297	-0.0131411486465949	82	Granulocytes, Lymphocytes, MNP	
bleo_Mesothelium	d28_reg_potential	old Cdh5	0.468706065565498	0.0182336286712453	-0.00161655859467228	-0.0133308942052355	83	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	Lymphatic_ECs
bleo_Mesothelium	d28_reg_potential	old Adam17	0.48361583550227	0.0186740296568717	-0.00117615760904594	-0.0134468459993784	84	Lymphatic_ECs, MNP, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Tnfsf13b	0.473085990728262	0.0186586398230527	-0.0011915474428649	-0.013460454710388	85	Fibroblasts, Mesothelium	
bleo_Mesothelium	d28_reg_potential	old Hc	0.473496946669457	0.0188676416929073	-0.000982545573010297	-0.013519559621639	86	Alveolum	
bleo_Mesothelium	d28_reg_potential	old H2-T23	0.478500515497366	0.0184386095304353	-0.00141157773548234	-0.0135620828986782	87	Capillary_ECs, Lymphatic_ECs, Lymphocytes, MNP, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Hmgb2	0.487599224230538	0.0186293824969707	-0.0012208047689469	-0.0136077939464443	88	Granulocytes, Lymphocytes, MNP	
bleo_Mesothelium	d28_reg_potential	old Cxcl2	0.471070864665719	0.0186776579824395	-0.00117252928347814	-0.0136331958217362	89	Granulocytes	
bleo_Mesothelium	d28_reg_potential	old Dsg2	0.471352045046536	0.0188344084750003	-0.00101577879091735	-0.0139540229630343	90	Airway	
bleo_Mesothelium	d28_reg_potential	old Crlf1	0.468702460688823	0.0184421592901234	-0.00140802797579416	-0.0140336403038016	91	Fibroblasts	Fibroblasts
bleo_Mesothelium	d28_reg_potential	old Wnt5a	0.475695921442526	0.0185822137955477	-0.00126797347036993	-0.0141553984836653	92	Fibroblasts	
bleo_Mesothelium	d28_reg_potential	old Ntn4	0.480721119530499	0.0184335787435046	-0.00141660852241297	-0.0146629805614091	93	Fibroblasts, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Lgals3	0.477314511070579	0.0182888072283735	-0.0015613800375441	-0.0148960715835354	94	Airway, MNP	
bleo_Mesothelium	d28_reg_potential	old Rps19	0.479931651538205	0.0184035632021319	-0.00144662406378569	-0.0149301749894608	95	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Airway, Capillary_ECs
bleo_Mesothelium	d28_reg_potential	old Cxcl16	0.470901435461892	0.0188173358174345	-0.00103285144848315	-0.0149371759882474	96	MNP	
bleo_Mesothelium	d28_reg_potential	old Mapt	0.476514228448242	0.0182932042183119	-0.00155698304760567	-0.0149407018842762	97	Capillary_ECs, Pericytes, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Ptn	0.463186999372755	0.0183245182735771	-0.00152566899234051	-0.0149723904213932	98	Fibroblasts	
bleo_Mesothelium	d28_reg_potential	old Sema7a	0.466662100489541	0.0184881210051456	-0.00136206626077203	-0.0150802361596946	99	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	Capillary_ECs, Vascular_ECs
bleo_Mesothelium	d28_reg_potential	old Grem1	0.481546636289571	0.0178513255933835	-0.00199886167253412	-0.0154714559331848	100	Fibroblasts	Fibroblasts
bleo_Mesothelium	d28_reg_potential	old F11r	0.471063654912367	0.0181777190245226	-0.00167246824139496	-0.0160315547804904	101	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Sell	0.474300834168465	0.0181051522478907	-0.00174503501802693	-0.016290577090995	102	Granulocytes, Lymphocytes	
bleo_Mesothelium	d28_reg_potential	old Celsr1	0.445815098665474	0.0185506813610993	-0.00129950590481835	-0.0163931089689142	103	Airway	
bleo_Mesothelium	d28_reg_potential	old Timp1	0.481798977656975	0.0182243902656557	-0.00162579700026187	-0.0166767898356568	104	Fibroblasts, Mesothelium	Fibroblasts, Mesothelium
bleo_Mesothelium	d28_reg_potential	old Hebp1	0.466914441856942	0.0182288676375507	-0.00162131962836687	-0.0169493170709906	105	MNP	
bleo_Mesothelium	d28_reg_potential	old Itgb1	0.467891363436456	0.0176995609060216	-0.00215062635989603	-0.0172343627583391	106	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Lymphatic_ECs
bleo_Mesothelium	d28_reg_potential	old Psap	0.451896525619862	0.0180226620816097	-0.00182752518430792	-0.0172585320545713	107	MNP	
bleo_Mesothelium	d28_reg_potential	old Tfpi	0.459971449376718	0.0182363583819717	-0.00161382888394587	-0.0175290441747642	108	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Tgfb3	0.481953987354095	0.0178494611074398	-0.00200072615847784	-0.0177122805748771	109	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Mesothelium	d28_reg_potential	old Psen1	0.467840895162979	0.0178723939708158	-0.00197779329510184	-0.0177843874959621	110	Fibroblasts, MNP, Mesothelium	
bleo_Mesothelium	d28_reg_potential	old Nenf	0.465227359572029	0.0180534728371498	-0.00179671442876785	-0.0182203377921803	111	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Pf4	0.464351374539476	0.0182979049763613	-0.00155228228955633	-0.0182408321635382	112	MNP	
bleo_Mesothelium	d28_reg_potential	old Calm1	0.470111967469594	0.0179706139185427	-0.00187957334737492	-0.018360291936524	113	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum
bleo_Mesothelium	d28_reg_potential	old Col1a1	0.459135117987617	0.017262911697954	-0.00258727556796356	-0.0190355190952921	114	Fibroblasts, Pericytes, SMC	Fibroblasts, Pericytes, SMC
bleo_Mesothelium	d28_reg_potential	old Sema4d	0.465926705647398	0.0178660594689161	-0.00198412779700147	-0.0190550741988465	115	MNP	
bleo_Mesothelium	d28_reg_potential	old Sema3f	0.462949077512061	0.0176537180779551	-0.00219646918796252	-0.0198048357673701	116	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Cdh1	0.456045738675284	0.0176504444788258	-0.00219974278709178	-0.0201254528474075	117	Airway, Alveolum	
bleo_Mesothelium	d28_reg_potential	old Aimp1	0.454841709865103	0.0180087887602073	-0.00184139850571026	-0.0203525404664678	118	Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Bmp6	0.458201454928227	0.0175500518456898	-0.00230013542022784	-0.0212943872420415	119	Capillary_ECs, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Serpine2	0.456294475166008	0.0176182177734808	-0.00223196949243683	-0.0218431546497918	120	Airway, Alveolum, Fibroblasts, Pericytes, SMC	Fibroblasts, Pericytes
bleo_Mesothelium	d28_reg_potential	old Thbs1	0.46282290682836	0.0175278262066209	-0.0023223610592967	-0.0218719728576561	121	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	
bleo_Mesothelium	d28_reg_potential	old Ltf	0.442228246371694	0.0170249231123817	-0.00282526415353592	-0.0221028426402006	122	Airway	Airway
bleo_Mesothelium	d28_reg_potential	old Ntn1	0.455703275390945	0.0176097979945918	-0.00224038927132578	-0.022751623676779	123	Capillary_ECs, Lymphatic_ECs, Mesothelium, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Nampt	0.454845314741779	0.0174213578561395	-0.00242882940977815	-0.0227930878413179	124	Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	Pericytes
bleo_Mesothelium	d28_reg_potential	old Bdnf	0.44499679165976	0.0169469981427393	-0.00290318912317833	-0.0231669399401666	125	Mesothelium, SMC	
bleo_Mesothelium	d28_reg_potential	old Vegfa	0.455238246299594	0.0174296595174917	-0.00242052774842595	-0.023250225333401	126	Alveolum, Capillary_ECs, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Trf	0.44858364395354	0.0172775388698882	-0.00257264839602937	-0.0235358623385186	127	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	Airway
bleo_Mesothelium	d28_reg_potential	old Penk	0.448536780556738	0.0174264539304804	-0.00242373333543721	-0.0236766562519697	128	Fibroblasts	
bleo_Mesothelium	d28_reg_potential	old Hmgb1	0.461006048983065	0.0171634784832685	-0.00268670878264913	-0.0242407656042364	129	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Bmp3	0.468327553514391	0.0172070972740011	-0.00264308999191648	-0.0244842398565722	130	SMC	
bleo_Mesothelium	d28_reg_potential	old Lamb1	0.448897268224458	0.0169670622161576	-0.00288312504976001	-0.0252257289900594	131	Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes	Lymphatic_ECs
bleo_Mesothelium	d28_reg_potential	old Dusp18	0.449228916878758	0.0169068033913697	-0.00294338387454791	-0.0256311854606335	132	Airway	
bleo_Mesothelium	d28_reg_potential	old Nid1	0.444005450573534	0.0174996336468175	-0.00235055361910007	-0.0256438672783409	133	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs	Lymphatic_ECs
bleo_Mesothelium	d28_reg_potential	old Serpine1	0.4439477725467	0.0169958380132158	-0.0028543492527018	-0.0271835838627609	134	Capillary_ECs, Fibroblasts, SMC	Capillary_ECs, Fibroblasts
bleo_Mesothelium	d28_reg_potential	old Hsp90b1	0.447437293170202	0.0169386823252037	-0.00291150494071388	-0.0275584333374226	135	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Adam15	0.445281576917254	0.0171287400042152	-0.00272144726170241	-0.0279755771544745	136	Capillary_ECs, Pericytes, Vascular_ECs	Capillary_ECs
bleo_Mesothelium	d28_reg_potential	old Lrpap1	0.441586578323157	0.0167217888943806	-0.00312839837153699	-0.0287385177141499	137	Alveolum, Fibroblasts, MNP, Mesothelium, SMC	MNP
bleo_Mesothelium	d28_reg_potential	old Robo2	0.433219659555446	0.0165924320494352	-0.00325775521648241	-0.0297670299482059	138	Fibroblasts	
bleo_Mesothelium	d28_reg_potential	old Manf	0.434989654003942	0.0165406661431536	-0.00330952112276403	-0.0315315665796835	139	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Clstn1	0.420422347351497	0.0159919681049218	-0.00385821916099583	-0.0372313101321983	140	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d28_reg_potential	old Plau	0.421723707831958	0.0155735105292297	-0.00427667673668787	-0.039927791918749	141	Lymphatic_ECs	
bleo_Mesothelium	d28_reg_potential	old Sema6d	0.39881111167187	0.0151482492663569	-0.00470193799956068	-0.0447827695522624	142	Capillary_ECs, Mesothelium, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
bleo_Mesothelium	d3_reg_potential	old Fgf1	0.507740422925106	0.0622490450504442	0.0190553277729573	0.0482432747046675	1	Airway, Alveolum	
bleo_Mesothelium	d3_reg_potential	old Mmp9	0.520402382235488	0.0583206881620961	0.0151269708846092	0.0400145523158149	2	Granulocytes	
bleo_Mesothelium	d3_reg_potential	old Calr	0.510715914272689	0.062100558803489	0.0189068415260021	0.0392612192101851	3	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Lama2	0.502457313674826	0.0471300530679687	0.00393633579048182	0.0330627793423241	4	Fibroblasts, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Plat	0.513041956270411	0.048561607507267	0.00536789022978013	0.0284552154190445	5	Capillary_ECs, Fibroblasts, Pericytes, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Fn1	0.495764761154637	0.0484449092068486	0.00525119192936168	0.028425224112481	6	Fibroblasts, MNP, SMC	
bleo_Mesothelium	d3_reg_potential	old Ltf	0.489385418249985	0.0473202440112571	0.00412652673377015	0.0283642688013733	7	Airway	Airway
bleo_Mesothelium	d3_reg_potential	old Jam2	0.546099388780642	0.0518132824475639	0.00861956517007698	0.023923066310723	8	Capillary_ECs, Vascular_ECs	Vascular_ECs
bleo_Mesothelium	d3_reg_potential	old Osm	0.501420958329302	0.0554193442593393	0.0122256269818524	0.0237496762317941	9	Granulocytes	
bleo_Mesothelium	d3_reg_potential	old Igf1	0.501858530586301	0.0472039013585049	0.00401018408101804	0.0227860606353649	10	Fibroblasts	
bleo_Mesothelium	d3_reg_potential	old Fgf2	0.494820526284278	0.0506589533696776	0.00746523609219071	0.0213461418534392	11	Fibroblasts	
bleo_Mesothelium	d3_reg_potential	old Selplg	0.496639905668635	0.0511283501114398	0.00793463283395293	0.0205349811650719	12	Granulocytes, Lymphocytes, MNP	
bleo_Mesothelium	d3_reg_potential	old Cxcl12	0.5120700852575	0.0492906431401154	0.00609692586262847	0.0201517398422554	13	Capillary_ECs, Fibroblasts, SMC, Vascular_ECs	Vascular_ECs
bleo_Mesothelium	d3_reg_potential	old Areg	0.503157429286023	0.0531350361563428	0.00994131887885588	0.0193854072590343	14	Airway	Airway
bleo_Mesothelium	d3_reg_potential	old Pgf	0.524939315636989	0.0495822524840594	0.00638853520657252	0.0189236039703397	15	Lymphatic_ECs, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Nampt	0.492250365027382	0.0540602389082719	0.010866521630785	0.0158822815561758	16	Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC	
bleo_Mesothelium	d3_reg_potential	old Spp1	0.495792397297186	0.0465789732587261	0.00338525598123918	0.0147844120358024	17	Pericytes	
bleo_Mesothelium	d3_reg_potential	old Jag2	0.519845053360782	0.0470874934694743	0.00389377619198744	0.0137135666030899	18	Airway, Capillary_ECs	
bleo_Mesothelium	d3_reg_potential	old Apoe	0.488666878543758	0.0447202559925986	0.00152653871511171	0.00981216808976814	19	MNP	
bleo_Mesothelium	d3_reg_potential	old Lrpap1	0.510614581750013	0.0472586897114287	0.00406497243394174	0.00956111987636852	20	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Rspo3	0.509536772190669	0.0473366309922237	0.00414291371473683	0.00933829447682044	21	Lymphatic_ECs	
bleo_Mesothelium	d3_reg_potential	old Agrn	0.506648795294487	0.0472254025781749	0.00403168530068799	0.00874726480735308	22	Airway, Alveolum, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs	Alveolum, SMC
bleo_Mesothelium	d3_reg_potential	old Serping1	0.510881731127966	0.0453712304981427	0.00217751322065581	0.00772427457542036	23	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Tfpi	0.497713109204215	0.0456377674317768	0.00244405015428992	0.00770620753672435	24	Fibroblasts, Lymphatic_ECs, Pericytes	
bleo_Mesothelium	d3_reg_potential	old Nectin1	0.509338713169082	0.0459453175202618	0.00275160024277486	0.00715896649036635	25	Alveolum	
bleo_Mesothelium	d3_reg_potential	old Hspg2	0.50666261336576	0.0466241806466674	0.00343046336918052	0.00714566437007306	26	Fibroblasts, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Manf	0.489320933917377	0.0479730634768097	0.00477934619932278	0.0068578331233544	27	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Airway, Lymphatic_ECs
bleo_Mesothelium	d3_reg_potential	old Esam	0.497722321251733	0.0468739765557238	0.0036802592782369	0.00637667660709548	28	Alveolum, Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Hmgb1	0.476663580630747	0.053120290521251	0.00992657324376413	0.00595578862162828	29	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Tnfsf13b	0.499624609063734	0.0461167312174243	0.00292301393993739	0.00587115908821912	30	Fibroblasts	
bleo_Mesothelium	d3_reg_potential	old App	0.493374234824303	0.050010333313643	0.00681661603615611	0.00566791522369267	31	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Granulocytes
bleo_Mesothelium	d3_reg_potential	old Tgfb1	0.502839613646729	0.0444575606160328	0.00126384333854593	0.0055053630183706	32	Lymphatic_ECs, MNP	
bleo_Mesothelium	d3_reg_potential	old Col18a1	0.508030602421849	0.0471273178812947	0.00393360060380783	0.00546993650998909	33	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	SMC
bleo_Mesothelium	d3_reg_potential	old Hc	0.50609607244354	0.0458385751540457	0.0026448578765588	0.00486020120174342	34	Alveolum	
bleo_Mesothelium	d3_reg_potential	old Pros1	0.506003951968383	0.0465571040010994	0.00336338672361251	0.00481263792840424	35	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	SMC
bleo_Mesothelium	d3_reg_potential	old Bmp4	0.50553874356884	0.0453588687572761	0.00216515147978921	0.00468231818773005	36	Alveolum, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Bmp5	0.517712464360892	0.0446300770463767	0.00143635976888983	0.00413826877880357	37	Airway, Fibroblasts, Pericytes	
bleo_Mesothelium	d3_reg_potential	old Hbegf	0.497155780329514	0.0459405047416823	0.00274678746419538	0.0041235156265369	38	Alveolum, Pericytes	Alveolum
bleo_Mesothelium	d3_reg_potential	old Celsr1	0.510517855251095	0.0452046742377786	0.00201095696029165	0.00403736481737588	39	Airway	
bleo_Mesothelium	d3_reg_potential	old Aimp1	0.475198865075745	0.0461012016946616	0.00290748441717472	0.00368003374122116	40	Airway, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Dusp18	0.492978116781124	0.0456328540581429	0.00243913678065596	0.00360654764276765	41	Airway	
bleo_Mesothelium	d3_reg_potential	old Sfrp2	0.517201195723771	0.044187033198846	0.00099331592135906	0.00351519198118868	42	Mesothelium	
bleo_Mesothelium	d3_reg_potential	old Itgb2	0.49883697900114	0.0456448390943393	0.00245112181685236	0.00325607756739946	43	Granulocytes, Lymphocytes, MNP	Lymphocytes
bleo_Mesothelium	d3_reg_potential	old Cxcl16	0.491071222945367	0.0452571972579283	0.00206347998044135	0.00319952148431111	44	MNP	MNP
bleo_Mesothelium	d3_reg_potential	old Itgam	0.497068265878118	0.0454319935549113	0.00223827627742438	0.00319267661213072	45	Granulocytes, MNP	
bleo_Mesothelium	d3_reg_potential	old Vegfd	0.508408296369992	0.0450594927519261	0.00186577547443923	0.0029747263690971	46	Fibroblasts, SMC	
bleo_Mesothelium	d3_reg_potential	old Mapt	0.516851137918165	0.0464772468024245	0.00328352952493759	0.00284260431836879	47	Capillary_ECs, Pericytes, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Efnb1	0.498846191048652	0.0456558207657544	0.00246210348826748	0.00283614185930758	48	Capillary_ECs, Mesothelium, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Pcdh1	0.512632020155962	0.0443013889620042	0.00110767168451734	0.00277296875729012	49	Capillary_ECs, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Clstn1	0.492139820457196	0.0460596506623991	0.00286593338491217	0.00251526264665793	50	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Col4a1	0.508325387942351	0.0441942706647977	0.00100055338731076	0.00250594658706879	51	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Sema3a	0.507224548264222	0.0448598599715986	0.00166614269411165	0.00249438971132866	52	Lymphatic_ECs	
bleo_Mesothelium	d3_reg_potential	old Npw	0.492006245768217	0.0450104743736434	0.00181675709615649	0.00200165034322281	53	Alveolum	
bleo_Mesothelium	d3_reg_potential	old Rspo1	0.496409604480741	0.0458905501359213	0.0026968328584344	0.00166733914076022	54	Mesothelium	
bleo_Mesothelium	d3_reg_potential	old Timp1	0.512083903328774	0.0440290157721503	0.00083529849466335	0.00136835495331907	55	Fibroblasts, Mesothelium	Fibroblasts, Mesothelium
bleo_Mesothelium	d3_reg_potential	old Ptprf	0.489417660416292	0.0467052837287391	0.00351156645125224	0.00122535843717702	56	Airway, Alveolum, Mesothelium	
bleo_Mesothelium	d3_reg_potential	old Wnt4	0.496925479141621	0.0454959574429828	0.00230224016549584	0.000638777951659755	57	Airway, Pericytes	
bleo_Mesothelium	d3_reg_potential	old Ptprc	0.499601578944944	0.0455632726799255	0.00236955540243861	0.000610575337354348	58	Granulocytes, Lymphocytes, MNP	
bleo_Mesothelium	d3_reg_potential	old Vegfc	0.496363544243161	0.0447406538620395	0.00154693658455261	0.000515785049894164	59	Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Nid1	0.502461919698584	0.0451101062886754	0.0019163890111885	0.000375958015098385	60	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Serpine2	0.49348938541825	0.0447752120498798	0.00158149477239285	0.000304659965865097	61	Airway, Alveolum, Fibroblasts, Pericytes, SMC	Alveolum, Fibroblasts, SMC
bleo_Mesothelium	d3_reg_potential	old Itgb1	0.500103635534555	0.0449309236188232	0.00173720634133628	-2.0533660372944e-05	62	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Lymphatic_ECs
bleo_Mesothelium	d3_reg_potential	old C3	0.487262041297612	0.0450494017045977	0.0018556844271108	-0.000158355445666931	63	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	
bleo_Mesothelium	d3_reg_potential	old Psen1	0.499348247638263	0.0447095764723543	0.00151585919486735	-0.0004398218292656	64	Fibroblasts	
bleo_Mesothelium	d3_reg_potential	old Ncam1	0.501987499251519	0.0442460344193732	0.00105231714188629	-0.000764718835840297	65	SMC	
bleo_Mesothelium	d3_reg_potential	old Adam15	0.486672470256602	0.0449761830095046	0.0017824657320177	-0.000769131966078057	66	Capillary_ECs, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Pcdh7	0.489403842345021	0.0450985742648216	0.00190485698733467	-0.000855449911892317	67	Fibroblasts, Mesothelium, SMC	
bleo_Mesothelium	d3_reg_potential	old Inhba	0.519531843745251	0.0435182079775947	0.000324490700107753	-0.000869179896456211	68	SMC	
bleo_Mesothelium	d3_reg_potential	old Fgf9	0.494419802217339	0.0447506497072535	0.00155693242976659	-0.00100555147935789	69	Mesothelium	
bleo_Mesothelium	d3_reg_potential	old Serpine1	0.494138834768111	0.0437011465778786	0.000507429300391715	-0.00109148114558566	70	SMC	
bleo_Mesothelium	d3_reg_potential	old Gpi1	0.490896194042571	0.0451577589640037	0.00196404168651683	-0.00126165577085667	71	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs	Alveolum
bleo_Mesothelium	d3_reg_potential	old Thbs1	0.494253985362058	0.0448685255594313	0.00167480828194438	-0.00167001345117283	72	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Tgfb3	0.510978457626887	0.043502750164445	0.000309032886958056	-0.00172913044158751	73	Fibroblasts, Lymphatic_ECs, Mesothelium, SMC	
bleo_Mesothelium	d3_reg_potential	old F11r	0.494746829904152	0.0445696337555464	0.00137591647805948	-0.00178166938231927	74	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Lgals3	0.490730377187287	0.0450859361927414	0.00189221891525446	-0.00179035752865397	75	Airway, Granulocytes, MNP	Airway
bleo_Mesothelium	d3_reg_potential	old Trf	0.494005260079131	0.0452332255073904	0.00203950822990351	-0.00183188125079373	76	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	
bleo_Mesothelium	d3_reg_potential	old Cdh5	0.497828259798162	0.0442632992053299	0.00106958192784296	-0.00184130089223421	77	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
bleo_Mesothelium	d3_reg_potential	old Col1a1	0.498804736834831	0.0434634874428601	0.000269770165373183	-0.00194356439258796	78	Fibroblasts, Pericytes, SMC	
bleo_Mesothelium	d3_reg_potential	old Lamb2	0.49911334042661	0.0444477762914639	0.00125405901397697	-0.00205318641785881	79	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	SMC
bleo_Mesothelium	d3_reg_potential	old Sell	0.493705868534872	0.0442799238585348	0.00108620658104793	-0.00224587540834487	80	Granulocytes, Lymphocytes, MNP	
